customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
9732-KPKBW,1,Yes,Month-to-month,Yes,Electronic check,53.95,53.95,Male,0,No,No,No,DSL,Yes,No,No,Yes,No,No,Yes
3339-EAQNV,72,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,Male,1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
0921-OHLVP,22,Yes,Month-to-month,No,Electronic check,83.05,1799.3,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,No
3389-YGYAI,8,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
9560-ARGQJ,16,Yes,Month-to-month,Yes,Electronic check,81,1312.15,Female,0,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
8350-NYMVI,39,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,Female,0,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No
1600-DILPE,12,Yes,Month-to-month,Yes,Bank transfer (automatic),45,524.35,Female,0,No,No,No,DSL,No,No,No,No,No,No,No
0536-ESJEP,54,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,Male,0,Yes,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No
4654-GGUII,18,No,One year,Yes,Mailed check,40.2,711.95,Female,0,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No
6478-HRRCZ,32,Yes,One year,No,Mailed check,70.5,2201.75,Male,0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No
8510-BBWMU,41,Yes,One year,Yes,Mailed check,19.75,806.95,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6857-TKDJV,67,Yes,Two year,No,Bank transfer (automatic),24.65,1620.45,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2360-RDGRO,65,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
0584-BJQGZ,25,Yes,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,Female,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No
5134-IKDAY,1,Yes,Month-to-month,Yes,Electronic check,69.8,69.8,Female,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
1360-XFJMR,67,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
3070-DVEYC,7,Yes,Month-to-month,No,Mailed check,73.75,545.15,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
5730-RIITO,43,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,Female,1,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,No
9058-MJLZC,24,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,Female,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,No
5707-ORNDZ,9,Yes,Month-to-month,No,Electronic check,54.55,494.05,Male,1,No,No,Yes,DSL,Yes,No,No,No,No,No,Yes
0902-XKXPN,69,Yes,Two year,No,Bank transfer (automatic),20.2,1376.5,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5177-RVZNU,37,Yes,One year,No,Bank transfer (automatic),20.3,755.4,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0056-EPFBG,20,No,Two year,Yes,Credit card (automatic),39.4,825.4,Male,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,No
8993-IZEUX,7,Yes,Month-to-month,No,Bank transfer (automatic),69.15,488.65,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,No
8696-JKZNU,37,Yes,Month-to-month,Yes,Electronic check,76.25,2841.55,Female,1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
5380-AFSSK,5,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
8190-ZTQFB,41,No,One year,Yes,Electronic check,51.35,2075.1,Male,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No
0931-MHTEM,54,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,Female,0,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
2055-PDADH,3,Yes,Month-to-month,Yes,Electronic check,70.4,204.7,Female,1,No,No,No,Fiber optic,No,No,No,No,No,No,Yes
7515-LODFU,69,Yes,Two year,No,Credit card (automatic),20.3,1356.3,Male,1,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0440-UEDAI,53,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,Female,0,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
1337-BOZWO,18,No,One year,No,Credit card (automatic),46.4,812.4,Male,0,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,No
0868-VJRDR,64,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,Male,0,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
8714-EUHJO,31,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes
6344-SFJVH,20,No,Month-to-month,No,Credit card (automatic),24.9,505.95,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No,No
3950-VPYJB,57,Yes,One year,No,Mailed check,59.6,3509.4,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No
8041-TMEID,63,Yes,Two year,No,Credit card (automatic),108.5,6991.9,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
7321-ZNSLA,13,No,Two year,No,Mailed check,40.55,590.35,Male,0,Yes,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,No
6941-KXRRV,48,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,Female,1,Yes,No,No,DSL,No,Yes,No,No,No,Yes,No
3721-CNEYS,2,Yes,Month-to-month,Yes,Electronic check,70.95,137.95,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes
8727-JQFHV,57,Yes,Two year,No,Mailed check,20.75,1123.15,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9475-NNDGC,71,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
1355-KUSBG,7,Yes,Month-to-month,No,Electronic check,48.8,349.8,Female,0,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No
3688-FTHLT,16,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,Female,0,No,No,Yes,DSL,No,No,No,No,No,Yes,No
0899-LIIBW,34,Yes,Month-to-month,No,Electronic check,100.85,3527.3,Male,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
2568-OIADY,37,Yes,Month-to-month,Yes,Electronic check,99.5,3762,Female,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
1384-RCUXW,16,Yes,Month-to-month,Yes,Mailed check,80.55,1248.9,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,No
5825-XJOCM,48,Yes,One year,Yes,Bank transfer (automatic),64.4,3035.35,Male,0,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No
6848-YLDFR,58,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,Male,0,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No
8125-QPFJD,72,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,Female,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
2320-YKQBO,7,Yes,Month-to-month,No,Mailed check,19.3,144.95,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1193-RTSLK,38,Yes,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Female,0,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes
2302-ANTDP,48,Yes,Month-to-month,No,Electronic check,117.45,5438.9,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5923-GXUOC,10,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Male,0,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
4973-RLZVI,30,Yes,One year,No,Credit card (automatic),74.65,2308.6,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No
7869-ZYDST,31,Yes,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,Male,0,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No
4501-UYKBC,46,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,Female,1,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,No
1215-EXRMO,50,Yes,Two year,No,Mailed check,20.55,1067.65,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2305-MRGLV,28,Yes,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,Male,0,Yes,No,No,Fiber optic,No,No,No,Yes,No,No,No
8404-VIOMB,66,No,Two year,Yes,Bank transfer (automatic),62.5,4136.4,Female,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
5233-GEEAX,8,No,Month-to-month,Yes,Electronic check,29.4,221.9,Male,1,No,No,No phone service,DSL,No,No,Yes,No,No,No,Yes
2359-KLTEK,41,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848,Female,0,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No
5304-EFJLP,72,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
2673-ZALNP,7,Yes,One year,No,Mailed check,19.9,173.15,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9184-GALIL,38,Yes,Month-to-month,No,Mailed check,20.45,781.25,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4393-RYCRE,44,Yes,One year,Yes,Electronic check,106.05,4510.8,Male,0,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
9746-MDMBK,47,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
3162-ZJZFU,53,Yes,Month-to-month,Yes,Electronic check,92.55,4779.45,Male,0,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,No
8404-GFGCZ,4,Yes,Month-to-month,No,Electronic check,65.6,250.1,Male,0,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No
8875-AKBYH,20,Yes,Month-to-month,Yes,Electronic check,84.35,1745.2,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No
4432-ADRLB,2,Yes,Month-to-month,No,Mailed check,44.65,74.9,Male,0,No,No,No,DSL,No,No,No,No,No,No,Yes
0533-UCAAU,57,Yes,One year,Yes,Credit card (automatic),71.1,4140.1,Male,1,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No
1394-SUIUH,44,Yes,Month-to-month,Yes,Electronic check,85.15,3670.5,Female,1,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,No
3521-MNKLV,24,Yes,Month-to-month,Yes,Mailed check,49.7,1167.8,Male,0,No,No,No,DSL,No,No,Yes,No,No,No,No
2533-TIBIX,15,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,Male,0,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,No,No
8993-PHFWD,3,No,Month-to-month,No,Electronic check,25.25,58.9,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No,Yes
1565-RHDJD,4,Yes,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Female,0,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
7137-RYLPP,37,Yes,Month-to-month,Yes,Electronic check,85.7,3171.15,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
3765-JXVKY,1,Yes,Month-to-month,Yes,Electronic check,74.7,74.7,Female,0,No,No,No,Fiber optic,No,Yes,No,No,No,No,Yes
5092-STPKP,24,Yes,Month-to-month,No,Credit card (automatic),56.35,1381.2,Female,0,No,No,No,DSL,Yes,No,No,Yes,No,No,No
7330-WZLNC,5,Yes,Month-to-month,Yes,Electronic check,90.8,455.5,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes
0114-PEGZZ,33,Yes,Month-to-month,No,Electronic check,107.55,3645.5,Female,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
3359-DSRKA,58,Yes,Two year,Yes,Mailed check,19.85,1158.85,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8639-NHQEI,72,Yes,Two year,Yes,Bank transfer (automatic),95.9,6954.15,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No
7161-DFHUF,71,Yes,Two year,No,Mailed check,23.85,1672.1,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3957-LXOLK,28,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
3720-DBRWL,51,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,Male,0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
6635-MYYYZ,30,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8565-WUXZU,72,Yes,Two year,Yes,Credit card (automatic),84.8,6141.65,Male,1,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,No
5281-BUZGT,36,Yes,Month-to-month,Yes,Electronic check,90.85,3186.7,Male,1,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes
4994-OBRSZ,14,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,Male,0,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No
0562-FGDCR,72,Yes,Two year,No,Mailed check,74.55,5430.65,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No
2436-QBZFP,22,No,Month-to-month,No,Electronic check,39.2,849.9,Female,0,Yes,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,No
3420-YJLQT,2,Yes,Month-to-month,No,Electronic check,79.55,151.75,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,No
6040-CGACY,15,Yes,Month-to-month,No,Mailed check,19.6,299.4,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6582-PLFUU,51,Yes,Two year,No,Credit card (automatic),19.55,1086.75,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8242-PDSGJ,70,No,Two year,Yes,Credit card (automatic),39.15,2692.75,Male,0,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No
0264-CNITK,71,Yes,Two year,No,Bank transfer (automatic),20.1,1389.6,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0089-IIQKO,39,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,Female,0,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No
7839-NUIAA,61,Yes,Month-to-month,No,Electronic check,59.8,3641.5,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No
6075-QMNRR,52,Yes,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,Female,0,No,No,No,DSL,Yes,No,No,No,No,No,No
5378-IKEEG,1,No,Month-to-month,Yes,Electronic check,35.75,35.75,Female,0,No,No,No phone service,DSL,No,No,No,No,Yes,No,Yes
5966-EMAZU,64,Yes,One year,Yes,Mailed check,108.5,6880.85,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
0440-EKDCF,62,Yes,Two year,Yes,Credit card (automatic),60.15,3753.2,Male,0,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No,No
4774-HHGGS,30,Yes,Two year,No,Mailed check,19.05,637.55,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2718-GAXQD,4,Yes,Month-to-month,No,Electronic check,46,181.6,Female,1,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes
2055-BFOCC,63,Yes,One year,Yes,Bank transfer (automatic),84,5329.55,Male,1,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
8180-AKMJV,1,Yes,Month-to-month,Yes,Credit card (automatic),44.55,44.55,Female,0,No,No,No,DSL,No,No,No,No,No,No,No
4298-OYIFC,15,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,Male,0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
5566-SOEZD,27,Yes,One year,Yes,Credit card (automatic),80.65,2209.75,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No
9842-EFSYY,4,No,Month-to-month,Yes,Mailed check,57.2,223.75,Female,0,No,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No
2272-WUSPA,72,Yes,Two year,Yes,Electronic check,110.75,7751.7,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
4584-LBNMK,45,Yes,One year,No,Credit card (automatic),24.7,1174.35,Male,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3898-GUYTS,45,Yes,Month-to-month,Yes,Electronic check,97.05,4385.05,Female,1,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
0930-EHUZA,36,Yes,One year,Yes,Mailed check,76.35,2606.35,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No
6413-XKKPU,17,Yes,Month-to-month,Yes,Electronic check,89.4,1539.45,Male,0,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes
9975-SKRNR,1,Yes,Month-to-month,No,Mailed check,18.9,18.9,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3703-KBKZP,16,Yes,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No,No
1449-XQEMT,3,Yes,Month-to-month,Yes,Mailed check,19.8,58.15,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
2626-URJFX,4,Yes,Month-to-month,Yes,Electronic check,50.9,225.6,Male,0,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes
4973-MGTON,71,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,Female,0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
3682-YEUWS,10,Yes,Month-to-month,Yes,Mailed check,24.4,253.9,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1223-UNPKS,20,Yes,Two year,No,Mailed check,20.05,400,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2612-RRIDN,4,Yes,Month-to-month,Yes,Electronic check,81,340.85,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes
4735-ASGMA,26,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Male,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
3446-QDSZF,4,Yes,Month-to-month,No,Credit card (automatic),55.5,227.35,Female,0,No,No,No,DSL,No,No,No,No,Yes,No,No
3669-LVWZB,5,No,Month-to-month,Yes,Mailed check,51,305.95,Male,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes
6892-EZDTG,4,Yes,Month-to-month,Yes,Electronic check,91.65,365.4,Female,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes
5117-IFGPS,29,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,No
7379-FNIUJ,2,Yes,Month-to-month,No,Electronic check,100.2,198.5,Male,0,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
1627-AFWVJ,29,Yes,Two year,No,Mailed check,19.4,554.25,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9725-SCPZG,1,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Male,0,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
5884-GCYMI,1,Yes,Month-to-month,No,Mailed check,69.4,69.4,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes
3217-FZDMN,8,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Female,1,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
4486-EFAEB,13,Yes,Month-to-month,Yes,Electronic check,20.4,251.65,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0060-FUALY,59,Yes,Month-to-month,Yes,Electronic check,94.75,5597.65,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No
7853-GVUDZ,1,Yes,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
7480-QNVZJ,50,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
6954-OOYZZ,18,Yes,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,Male,0,Yes,No,No,DSL,No,No,No,No,No,No,No
7088-FBAWU,17,Yes,Month-to-month,No,Mailed check,74.55,1215.8,Female,0,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No
8313-AFGBW,47,Yes,Two year,No,Electronic check,73.6,3522.65,Male,0,Yes,No,No,DSL,No,Yes,Yes,No,Yes,Yes,No
3943-KDREE,26,Yes,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
9239-ZBZZV,6,No,Month-to-month,Yes,Electronic check,47.95,305.1,Female,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes
3097-IDVPU,19,Yes,Month-to-month,No,Credit card (automatic),50.1,910.45,Male,0,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No
4398-HSCJH,3,Yes,Month-to-month,Yes,Electronic check,63.6,155.65,Female,0,No,No,Yes,DSL,No,No,No,Yes,Yes,No,Yes
2197-OMWGI,68,No,Two year,Yes,Electronic check,53,3656.25,Female,1,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No
2303-PJYHN,2,Yes,Month-to-month,No,Bank transfer (automatic),19.85,52,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9795-VOWON,7,No,One year,Yes,Credit card (automatic),24.35,150.85,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,No
1237-WIYYZ,18,Yes,Month-to-month,Yes,Mailed check,19.55,389.25,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1987-AUELQ,71,Yes,Two year,No,Credit card (automatic),25.05,1873.7,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7852-LECYP,13,Yes,Month-to-month,No,Credit card (automatic),93.8,1261,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No
4430-UZIPO,3,No,Month-to-month,Yes,Mailed check,36.85,108.7,Male,0,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Yes
4822-LPTYJ,72,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
8165-CBKXO,66,No,Two year,Yes,Credit card (automatic),56.75,3708.4,Male,0,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No
6527-PZFPV,24,Yes,One year,Yes,Credit card (automatic),20.8,469.65,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4855-SNKMY,1,Yes,Month-to-month,Yes,Electronic check,44.1,44.1,Female,0,No,No,No,DSL,No,No,No,No,No,No,Yes
9593-CVZKR,56,Yes,Two year,Yes,Mailed check,24.45,1385.85,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8595-SIZNC,22,Yes,One year,No,Bank transfer (automatic),25.6,548.8,Female,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8008-HAWED,14,No,Month-to-month,Yes,Electronic check,50.75,712.75,Male,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes
7124-UGSUR,61,Yes,One year,Yes,Credit card (automatic),104.4,6405,Female,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
1862-SKORY,40,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Female,1,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,No,Yes
5236-XMZJY,42,Yes,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,Female,0,No,No,No,DSL,Yes,Yes,Yes,No,No,No,No
4827-DPADN,72,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,Female,0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
2694-CIUMO,12,Yes,Month-to-month,Yes,Credit card (automatic),79.55,958.25,Female,0,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,No
5846-ABOBJ,71,Yes,Two year,No,Bank transfer (automatic),24.45,1730.65,Male,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1439-LCGVL,26,Yes,One year,No,Mailed check,19.2,459.6,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0909-SDHNU,7,No,Month-to-month,No,Mailed check,29.8,201.95,Female,0,No,Yes,No phone service,DSL,Yes,No,No,No,No,No,No
4647-XXZAM,6,Yes,Month-to-month,No,Mailed check,45.5,285.2,Female,0,Yes,Yes,No,DSL,No,No,No,No,No,No,No
1502-XFCVR,58,Yes,One year,Yes,Electronic check,106.45,6145.85,Female,0,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
7740-KKCXF,51,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,Male,0,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,No
5360-XGYAZ,72,No,Two year,Yes,Bank transfer (automatic),65.65,4664.5,Male,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9692-TUSXH,18,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Female,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes
